Datetime,Discharge
2019-05-02 14:30,8870
2019-05-02 14:45,8940
2019-05-02 15:00,8940
2019-05-02 15:15,8890
2019-05-02 15:30,8770
2019-05-02 15:45,8790
2019-05-02 16:00,8870
2019-05-02 16:15,8870
2019-05-02 16:30,8870
2019-05-02 16:45,8890
2019-05-02 17:00,8850
2019-05-02 17:15,8810
2019-05-02 17:30,8810
2019-05-02 17:45,8810
2019-05-02 18:00,8830
2019-05-02 18:15,8750
2019-05-02 18:30,8770
2019-05-02 18:45,8710
2019-05-02 19:00,8750
2019-05-02 19:15,8710
2019-05-02 19:30,8770
2019-05-02 19:45,8710
2019-05-02 20:00,8730
2019-05-02 20:15,8730
2019-05-02 20:30,8790
2019-05-02 20:45,8670
2019-05-02 21:00,8730
2019-05-02 21:15,8710
2019-05-02 21:30,8670
2019-05-02 21:45,8710
2019-05-02 22:00,8650
2019-05-02 22:15,8730
2019-05-02 22:30,8710
2019-05-02 22:45,8600
2019-05-02 23:00,8710
2019-05-02 23:15,8650
2019-05-02 23:30,8630
2019-05-02 23:45,8630
2019-05-03 00:00,8690
2019-05-03 00:15,8610
2019-05-03 00:30,8610
2019-05-03 00:45,8580
2019-05-03 01:00,8540
2019-05-03 01:15,8560
2019-05-03 01:30,8560
2019-05-03 01:45,8580
2019-05-03 02:00,8610
2019-05-03 02:15,8560
2019-05-03 02:30,8480
2019-05-03 02:45,8540
2019-05-03 03:00,8500
2019-05-03 03:15,8480
2019-05-03 03:30,8500
2019-05-03 03:45,8440
2019-05-03 04:00,8440
2019-05-03 04:15,8460
2019-05-03 04:30,8440
2019-05-03 04:45,8440
2019-05-03 05:00,8380
2019-05-03 05:15,8460
2019-05-03 05:30,8420
2019-05-03 05:45,8340
2019-05-03 06:00,8400
2019-05-03 06:15,8360
2019-05-03 06:30,8380
2019-05-03 06:45,8360
2019-05-03 07:00,8420
2019-05-03 07:15,8400
2019-05-03 07:30,8300
2019-05-03 07:45,8280
2019-05-03 08:00,8360
2019-05-03 08:15,8300
2019-05-03 08:30,8340
2019-05-03 08:45,8360
2019-05-03 09:00,8400
2019-05-03 09:15,8380
2019-05-03 09:30,8360
2019-05-03 09:45,8320
2019-05-03 10:00,8420
2019-05-03 10:15,8280
2019-05-03 10:30,8340
2019-05-03 10:45,8360
2019-05-03 11:00,8360
2019-05-03 11:15,8300
2019-05-03 11:30,8380
2019-05-03 11:45,8440
2019-05-03 12:00,8360
2019-05-03 12:15,8320
2019-05-03 12:30,8280
2019-05-03 12:45,8380
2019-05-03 13:00,8340
2019-05-03 13:15,8360
2019-05-03 13:30,8320
2019-05-03 13:45,8360
2019-05-03 14:00,8380
2019-05-03 14:15,8280
2019-05-03 14:30,8380
2019-05-03 14:45,8260
2019-05-03 15:00,8320
2019-05-03 15:15,8380
2019-05-03 15:30,8360
2019-05-03 15:45,8320
2019-05-03 16:00,8360
2019-05-03 16:15,8420
2019-05-03 16:30,8280
2019-05-03 16:45,8360
2019-05-03 17:00,8360
2019-05-03 17:15,8260
2019-05-03 17:30,8300
2019-05-03 17:45,8280
2019-05-03 18:00,8260
2019-05-03 18:15,8300
2019-05-03 18:30,8280
2019-05-03 18:45,8220
2019-05-03 19:00,8280
2019-05-03 19:15,8260
2019-05-03 19:30,8280
2019-05-03 19:45,8240
2019-05-03 20:00,8220
2019-05-03 20:15,8240
2019-05-03 20:30,8280
2019-05-03 20:45,8280
2019-05-03 21:00,8280
2019-05-03 21:15,8280
2019-05-03 21:30,8220
2019-05-03 21:45,8220
2019-05-03 22:00,8340
2019-05-03 22:15,8200
2019-05-03 22:30,8200
2019-05-03 22:45,8260
2019-05-03 23:00,8220
2019-05-03 23:15,8280
2019-05-03 23:30,8320
2019-05-03 23:45,8200
2019-05-04 00:00,8260
2019-05-04 00:15,8260
2019-05-04 00:30,8220
2019-05-04 00:45,8260
2019-05-04 01:00,8220
2019-05-04 01:15,8200
2019-05-04 01:30,8160
2019-05-04 01:45,8240
2019-05-04 02:00,8240
2019-05-04 02:15,8200
2019-05-04 02:30,8220
2019-05-04 02:45,8160
2019-05-04 03:00,8180
2019-05-04 03:15,8140
2019-05-04 03:30,8120
2019-05-04 03:45,8180
2019-05-04 04:00,8120
2019-05-04 04:15,8040
2019-05-04 04:30,8040
2019-05-04 04:45,8140
2019-05-04 05:00,8140
2019-05-04 05:15,8080
2019-05-04 05:30,8080
2019-05-04 05:45,8140
2019-05-04 06:00,8020
2019-05-04 06:15,8060
2019-05-04 06:30,8100
2019-05-04 06:45,8100
2019-05-04 07:00,8020
2019-05-04 07:15,8140
2019-05-04 07:30,8080
2019-05-04 07:45,8160
2019-05-04 08:00,8080
2019-05-04 08:15,8120
2019-05-04 08:30,8080
2019-05-04 08:45,8200
2019-05-04 09:00,8100
2019-05-04 09:15,8080
2019-05-04 09:30,8100
2019-05-04 09:45,8100
2019-05-04 10:00,8000
2019-05-04 10:15,8160
2019-05-04 10:30,8120
2019-05-04 10:45,8140
2019-05-04 11:00,8160
2019-05-04 11:15,8200
2019-05-04 11:30,8220
2019-05-04 11:45,8160
2019-05-04 12:00,8100
2019-05-04 12:15,8180
2019-05-04 12:30,8120
2019-05-04 12:45,8160
2019-05-04 13:00,8140
2019-05-04 13:15,8240
2019-05-04 13:30,8160
2019-05-04 13:45,8160
2019-05-04 14:00,8180
2019-05-04 14:15,8220
2019-05-04 14:30,8200
2019-05-04 14:45,8200
2019-05-04 15:00,8120
2019-05-04 15:15,8200
2019-05-04 15:30,8180
2019-05-04 15:45,8200
2019-05-04 16:00,8260
2019-05-04 16:15,8260
2019-05-04 16:30,8200
2019-05-04 16:45,8220
2019-05-04 17:00,8200
2019-05-04 17:15,8180
2019-05-04 17:30,8240
2019-05-04 17:45,8140
2019-05-04 18:00,8220
2019-05-04 18:15,8220
2019-05-04 18:30,8160
2019-05-04 18:45,8220
2019-05-04 19:00,8220
2019-05-04 19:15,8160
2019-05-04 19:30,8140
2019-05-04 19:45,8120
2019-05-04 20:00,8120
2019-05-04 20:15,8020
2019-05-04 20:30,8100
2019-05-04 20:45,8140
2019-05-04 21:00,8140
2019-05-04 21:15,8120
2019-05-04 21:30,8080
2019-05-04 21:45,8060
2019-05-04 22:00,8100
2019-05-04 22:15,7990
2019-05-04 22:30,8100
2019-05-04 22:45,8020
2019-05-04 23:00,7990
2019-05-04 23:15,8020
2019-05-04 23:30,7970
2019-05-04 23:45,7950
2019-05-05 00:00,7990
2019-05-05 00:15,7990
2019-05-05 00:30,7970
2019-05-05 00:45,8010
2019-05-05 01:00,7930
2019-05-05 01:15,7990
2019-05-05 01:30,7870
2019-05-05 01:45,7970
2019-05-05 02:00,7910
2019-05-05 02:15,7870
2019-05-05 02:30,7910
2019-05-05 02:45,7930
2019-05-05 03:00,7930
2019-05-05 03:15,7850
2019-05-05 03:30,7910
2019-05-05 03:45,7890
2019-05-05 04:00,7870
2019-05-05 04:15,7930
2019-05-05 04:30,7870
2019-05-05 04:45,7750
2019-05-05 05:00,7850
2019-05-05 05:15,7870
2019-05-05 05:30,7890
2019-05-05 05:45,7910
2019-05-05 06:00,7870
2019-05-05 06:15,7930
2019-05-05 06:30,7930
2019-05-05 06:45,7870
2019-05-05 07:00,7890
2019-05-05 07:15,7970
2019-05-05 07:30,7910
2019-05-05 07:45,7850
2019-05-05 08:00,7890
2019-05-05 08:15,7990
2019-05-05 08:30,7950
2019-05-05 08:45,7870
2019-05-05 09:00,7890
2019-05-05 09:15,7990
2019-05-05 09:30,7870
2019-05-05 09:45,7970
2019-05-05 10:00,7970
2019-05-05 10:15,7890
2019-05-05 10:30,7930
2019-05-05 10:45,7990
2019-05-05 11:00,7990
2019-05-05 11:15,7990
2019-05-05 11:30,7950
2019-05-05 11:45,7750
2019-05-05 12:00,7870
2019-05-05 12:15,7930
2019-05-05 12:30,7890
2019-05-05 12:45,7830
2019-05-05 13:00,7910
2019-05-05 13:15,7910
2019-05-05 13:30,7990
2019-05-05 13:45,7890
2019-05-05 14:00,7970
2019-05-05 14:15,7930
2019-05-05 14:30,7930
2019-05-05 14:45,7890
2019-05-05 15:00,7870
2019-05-05 15:15,7870
2019-05-05 15:30,7890
2019-05-05 15:45,7910
2019-05-05 16:00,7910
2019-05-05 16:15,7910
2019-05-05 16:30,7910
2019-05-05 16:45,7810
2019-05-05 17:00,7830
2019-05-05 17:15,7830
2019-05-05 17:30,7830
2019-05-05 17:45,7850
2019-05-05 18:00,7850
2019-05-05 18:15,7790
2019-05-05 18:30,7790
2019-05-05 18:45,7770
2019-05-05 19:00,7830
2019-05-05 19:15,7750
2019-05-05 19:30,7850
2019-05-05 19:45,7750
2019-05-05 20:00,7730
2019-05-05 20:15,7770
2019-05-05 20:30,7710
2019-05-05 20:45,7690
2019-05-05 21:00,7750
2019-05-05 21:15,7710
2019-05-05 21:30,7670
2019-05-05 21:45,7710
2019-05-05 22:00,7710
2019-05-05 22:15,7710
2019-05-05 22:30,7660
2019-05-05 22:45,7640
2019-05-05 23:00,7730
2019-05-05 23:15,7640
2019-05-05 23:30,7710
2019-05-05 23:45,7600
2019-05-06 00:00,7620
2019-05-06 00:15,7690
2019-05-06 00:30,7620
2019-05-06 00:45,7540
2019-05-06 01:00,7620
2019-05-06 01:15,7640
2019-05-06 01:30,7620
2019-05-06 01:45,7600
2019-05-06 02:00,7520
2019-05-06 02:15,7620
2019-05-06 02:30,7580
2019-05-06 02:45,7560
2019-05-06 03:00,7580
2019-05-06 03:15,7600
2019-05-06 03:30,7560
2019-05-06 03:45,7620
2019-05-06 04:00,7560
2019-05-06 04:15,7520
2019-05-06 04:30,7580
2019-05-06 04:45,7580
2019-05-06 05:00,7560
2019-05-06 05:15,7560
2019-05-06 05:30,7640
2019-05-06 05:45,7640
2019-05-06 06:00,7580
2019-05-06 06:15,7580
2019-05-06 06:30,7640
2019-05-06 06:45,7640
2019-05-06 07:00,7620
2019-05-06 07:15,7640
2019-05-06 07:30,7660
2019-05-06 07:45,7560
2019-05-06 08:00,7600
2019-05-06 08:15,7580
2019-05-06 08:30,7710
2019-05-06 08:45,7710
2019-05-06 09:00,7660
2019-05-06 09:15,7680
2019-05-06 09:30,7600
2019-05-06 09:45,7680
2019-05-06 10:00,7700
2019-05-06 10:15,7730
2019-05-06 10:30,7710
2019-05-06 10:45,7680
2019-05-06 11:00,7700
2019-05-06 11:15,7700
2019-05-06 11:30,7700
2019-05-06 11:45,7680
2019-05-06 12:00,7750
2019-05-06 12:15,7720
2019-05-06 12:30,7700
2019-05-06 12:45,7700
2019-05-06 13:00,7750
2019-05-06 13:15,7700
2019-05-06 13:30,7680
2019-05-06 13:45,7720
2019-05-06 14:00,7730
2019-05-06 14:15,7720
2019-05-06 14:30,7640
2019-05-06 14:45,7750
2019-05-06 15:00,7680
2019-05-06 15:15,7730
2019-05-06 15:30,7730
2019-05-06 15:45,7680
2019-05-06 16:00,7660
2019-05-06 16:15,7680
2019-05-06 16:30,7660
2019-05-06 16:45,7720
2019-05-06 17:00,7600
2019-05-06 17:15,7680
2019-05-06 17:30,7640
2019-05-06 17:45,7680
2019-05-06 18:00,7680
2019-05-06 18:15,7600
2019-05-06 18:30,7580
2019-05-06 18:45,7540
2019-05-06 19:00,7580
2019-05-06 19:15,7620
2019-05-06 19:30,7520
2019-05-06 19:45,7540
2019-05-06 20:00,7580
2019-05-06 20:15,7480
2019-05-06 20:30,7520
2019-05-06 20:45,7540
2019-05-06 21:00,7580
2019-05-06 21:15,7540
2019-05-06 21:30,7500
2019-05-06 21:45,7540
2019-05-06 22:00,7480
2019-05-06 22:15,7470
2019-05-06 22:30,7480
2019-05-06 22:45,7470
2019-05-06 23:00,7430
2019-05-06 23:15,7410
2019-05-06 23:30,7430
2019-05-06 23:45,7430
2019-05-07 00:00,7370
2019-05-07 00:15,7470
2019-05-07 00:30,7430
2019-05-07 00:45,7370
2019-05-07 01:00,7410
2019-05-07 01:15,7330
2019-05-07 01:30,7390
2019-05-07 01:45,7260
2019-05-07 02:00,7280
2019-05-07 02:15,7310
2019-05-07 02:30,7260
2019-05-07 02:45,7350
2019-05-07 03:00,7260
2019-05-07 03:15,7330
2019-05-07 03:30,7310
2019-05-07 03:45,7310
2019-05-07 04:00,7330
2019-05-07 04:15,7260
2019-05-07 04:30,7280
2019-05-07 04:45,7240
2019-05-07 05:00,7280
2019-05-07 05:15,7310
2019-05-07 05:30,7260
2019-05-07 05:45,7330
2019-05-07 06:00,7330
2019-05-07 06:15,7260
2019-05-07 06:30,7310
2019-05-07 06:45,7300
2019-05-07 07:00,7330
2019-05-07 07:15,7350
2019-05-07 07:30,7330
2019-05-07 07:45,7300
2019-05-07 08:00,7390
2019-05-07 08:15,7370
2019-05-07 08:30,7390
2019-05-07 08:45,7430
2019-05-07 09:00,7410
2019-05-07 09:15,7430
2019-05-07 09:30,7430
2019-05-07 09:45,7410
2019-05-07 10:00,7470
2019-05-07 10:15,7390
2019-05-07 10:30,7450
2019-05-07 10:45,7490
2019-05-07 11:00,7430
2019-05-07 11:15,7470
2019-05-07 11:30,7430
2019-05-07 11:45,7450
2019-05-07 12:00,7540
2019-05-07 12:15,7470
2019-05-07 12:30,7470
2019-05-07 12:45,7350
2019-05-07 13:00,7450
2019-05-07 13:15,7470
2019-05-07 13:30,7370
2019-05-07 13:45,7450
2019-05-07 14:00,7450
2019-05-07 14:15,7450
2019-05-07 14:30,7370
2019-05-07 14:45,7280
2019-05-07 15:00,7490
2019-05-07 15:15,7450
2019-05-07 15:30,7450
2019-05-07 15:45,7390
2019-05-07 16:00,7470
2019-05-07 16:15,7490
2019-05-07 16:30,7450
2019-05-07 16:45,7330
2019-05-07 17:00,7390
2019-05-07 17:15,7370
2019-05-07 17:30,7370
2019-05-07 17:45,7330
2019-05-07 18:00,7300
2019-05-07 18:15,7300
2019-05-07 18:30,7370
2019-05-07 18:45,7300
2019-05-07 19:00,7350
2019-05-07 19:15,7320
2019-05-07 19:30,7350
2019-05-07 19:45,7300
2019-05-07 20:00,7340
2019-05-07 20:15,7280
2019-05-07 20:30,7240
2019-05-07 20:45,7260
2019-05-07 21:00,7340
2019-05-07 21:15,7280
2019-05-07 21:30,7220
2019-05-07 21:45,7260
2019-05-07 22:00,7170
2019-05-07 22:15,7110
2019-05-07 22:30,7220
2019-05-07 22:45,7180
2019-05-07 23:00,7260
2019-05-07 23:15,7180
2019-05-07 23:30,7170
2019-05-07 23:45,7110
2019-05-08 00:00,7150
2019-05-08 00:15,7090
2019-05-08 00:30,7170
2019-05-08 00:45,7150
2019-05-08 01:00,7150
2019-05-08 01:15,7130
2019-05-08 01:30,7110
2019-05-08 01:45,7150
2019-05-08 02:00,7040
2019-05-08 02:15,7090
2019-05-08 02:30,7090
2019-05-08 02:45,7090
2019-05-08 03:00,7070
2019-05-08 03:15,7110
2019-05-08 03:30,7040
2019-05-08 03:45,7090
2019-05-08 04:00,7020
2019-05-08 04:15,7040
2019-05-08 04:30,7090
2019-05-08 04:45,7060
2019-05-08 05:00,7020
2019-05-08 05:15,7070
2019-05-08 05:30,7090
2019-05-08 05:45,7060
2019-05-08 06:00,7040
2019-05-08 06:15,7040
2019-05-08 06:30,7110
2019-05-08 06:45,7040
2019-05-08 07:00,7130
2019-05-08 07:15,7150
2019-05-08 07:30,7170
2019-05-08 07:45,7130
2019-05-08 08:00,7200
2019-05-08 08:15,7130
2019-05-08 08:30,7130
2019-05-08 08:45,7240
2019-05-08 09:00,7170
2019-05-08 09:15,7220
2019-05-08 09:30,7280
2019-05-08 09:45,7340
2019-05-08 10:00,7240
2019-05-08 10:15,7280
2019-05-08 10:30,7260
2019-05-08 10:45,7260
2019-05-08 11:00,7360
2019-05-08 11:15,7360
2019-05-08 11:30,7280
2019-05-08 11:45,7360
2019-05-08 12:00,7390
2019-05-08 12:15,7320
2019-05-08 12:30,7380
2019-05-08 12:45,7340
2019-05-08 13:00,7390
2019-05-08 13:15,7390
2019-05-08 13:30,7390
2019-05-08 13:45,7320
2019-05-08 14:00,7300
2019-05-08 14:15,7380
2019-05-08 14:30,7260
2019-05-08 14:45,7300
2019-05-08 15:00,7320
2019-05-08 15:15,7300
2019-05-08 15:30,7320
2019-05-08 15:45,7260
2019-05-08 16:00,7210
2019-05-08 16:15,7300
2019-05-08 16:30,7280
2019-05-08 16:45,7260
2019-05-08 17:00,7240
2019-05-08 17:15,7170
2019-05-08 17:30,7240
2019-05-08 17:45,7260
2019-05-08 18:00,7170
2019-05-08 18:15,7170
2019-05-08 18:30,7210
2019-05-08 18:45,7220
2019-05-08 19:00,7190
2019-05-08 19:15,7060
2019-05-08 19:30,7170
2019-05-08 19:45,7190
2019-05-08 20:00,7150
2019-05-08 20:15,7150
2019-05-08 20:30,7110
2019-05-08 20:45,7080
2019-05-08 21:00,7060
2019-05-08 21:15,7000
2019-05-08 21:30,7000
2019-05-08 21:45,7020
2019-05-08 22:00,7040
2019-05-08 22:15,7090
2019-05-08 22:30,7020
2019-05-08 22:45,7020
2019-05-08 23:00,7020
2019-05-08 23:15,7020
2019-05-08 23:30,7020
2019-05-08 23:45,6890
2019-05-09 00:00,7000
2019-05-09 00:15,7040
2019-05-09 00:30,6980
2019-05-09 00:45,6930
2019-05-09 01:00,6930
2019-05-09 01:15,6950
2019-05-09 01:30,6950
2019-05-09 01:45,6910
2019-05-09 02:00,6890
2019-05-09 02:15,6870
2019-05-09 02:30,6980
2019-05-09 02:45,6910
2019-05-09 03:00,6870
2019-05-09 03:15,6890
2019-05-09 03:30,6890
2019-05-09 03:45,6840
2019-05-09 04:00,6930
2019-05-09 04:15,6910
2019-05-09 04:30,6870
2019-05-09 04:45,6930
2019-05-09 05:00,6820
2019-05-09 05:15,6870
2019-05-09 05:30,6930
2019-05-09 05:45,6950
2019-05-09 06:00,6930
2019-05-09 06:15,6890
2019-05-09 06:30,6950
2019-05-09 06:45,6950
2019-05-09 07:00,6970
2019-05-09 07:15,6970
2019-05-09 07:30,7040
2019-05-09 07:45,6980
2019-05-09 08:00,6970
2019-05-09 08:15,6980
2019-05-09 08:30,7040
2019-05-09 08:45,7040
2019-05-09 09:00,7020
2019-05-09 09:15,7060
2019-05-09 09:30,7060
2019-05-09 09:45,7080
2019-05-09 10:00,7100
2019-05-09 10:15,7060
2019-05-09 10:30,7060
2019-05-09 10:45,7190
2019-05-09 11:00,7150
2019-05-09 11:15,7080
2019-05-09 11:30,7170
2019-05-09 11:45,7150
2019-05-09 12:00,7170
2019-05-09 12:15,7170
2019-05-09 12:30,7150
2019-05-09 12:45,7130
2019-05-09 13:00,7110
2019-05-09 13:15,7020
2019-05-09 13:30,7100
2019-05-09 13:45,7100
2019-05-09 14:00,7100
2019-05-09 14:15,6980
2019-05-09 14:30,7040
2019-05-09 14:45,7020
2019-05-09 15:00,7020
2019-05-09 15:15,7110
2019-05-09 15:30,7100
2019-05-09 15:45,7040
2019-05-09 16:00,7040
2019-05-09 16:15,6990
2019-05-09 16:30,7020
2019-05-09 16:45,7000
2019-05-09 17:00,7020
2019-05-09 17:15,7040
2019-05-09 17:30,7100
2019-05-09 17:45,7020
2019-05-09 18:00,7040
2019-05-09 18:15,7040
2019-05-09 18:30,6950
2019-05-09 18:45,6990
2019-05-09 19:00,7000
2019-05-09 19:15,7020
2019-05-09 19:30,7020
2019-05-09 19:45,6970
2019-05-09 20:00,6990
2019-05-09 20:15,7000
2019-05-09 20:30,6990
2019-05-09 20:45,6950
2019-05-09 21:00,6930
2019-05-09 21:15,6950
2019-05-09 21:30,6990
2019-05-09 21:45,6890
2019-05-09 22:00,6930
2019-05-09 22:15,6950
2019-05-09 22:30,6910
2019-05-09 22:45,6880
2019-05-09 23:00,6820
2019-05-09 23:15,6860
2019-05-09 23:30,6930
2019-05-09 23:45,6890
2019-05-10 00:00,6880
2019-05-10 00:15,6840
2019-05-10 00:30,6840
2019-05-10 00:45,6860
2019-05-10 01:00,6880
2019-05-10 01:15,6750
2019-05-10 01:30,6750
2019-05-10 01:45,6840
2019-05-10 02:00,6840
2019-05-10 02:15,6750
2019-05-10 02:30,6820
2019-05-10 02:45,6800
2019-05-10 03:00,6780
2019-05-10 03:15,6770
2019-05-10 03:30,6750
2019-05-10 03:45,6690
2019-05-10 04:00,6780
2019-05-10 04:15,6770
2019-05-10 04:30,6770
2019-05-10 04:45,6800
2019-05-10 05:00,6780
2019-05-10 05:15,6800
2019-05-10 05:30,6790
2019-05-10 05:45,6770
2019-05-10 06:00,6840
2019-05-10 06:15,6790
2019-05-10 06:30,6750
2019-05-10 06:45,6860
2019-05-10 07:00,6840
2019-05-10 07:15,6750
2019-05-10 07:30,6820
2019-05-10 07:45,6770
2019-05-10 08:00,6790
2019-05-10 08:15,6890
2019-05-10 08:30,6820
2019-05-10 08:45,6860
2019-05-10 09:00,6910
2019-05-10 09:15,6840
2019-05-10 09:30,6910
2019-05-10 09:45,6950
2019-05-10 10:00,6880
2019-05-10 10:15,6910
2019-05-10 10:30,6910
2019-05-10 10:45,6910
2019-05-10 11:00,6990
2019-05-10 11:15,6910
2019-05-10 11:30,6900
2019-05-10 11:45,6990
2019-05-10 12:00,6930
2019-05-10 12:15,7010
2019-05-10 12:30,6970
2019-05-10 12:45,6910
2019-05-10 13:00,7010
2019-05-10 13:15,6990
2019-05-10 13:30,6950
2019-05-10 13:45,6970
2019-05-10 14:00,6950
2019-05-10 14:15,6950
2019-05-10 14:30,6970
2019-05-10 14:45,6900
2019-05-10 15:00,6970
2019-05-10 15:15,6910
2019-05-10 15:30,6930
2019-05-10 15:45,6860
2019-05-10 16:00,6910
2019-05-10 16:15,6880
2019-05-10 16:30,6910
2019-05-10 16:45,6790
2019-05-10 17:00,6820
2019-05-10 17:15,6910
2019-05-10 17:30,6900
2019-05-10 17:45,6790
2019-05-10 18:00,6820
2019-05-10 18:15,6860
2019-05-10 18:30,6750
2019-05-10 18:45,6710
2019-05-10 19:00,6770
2019-05-10 19:15,6750
2019-05-10 19:30,6770
2019-05-10 19:45,6770
2019-05-10 20:00,6730
2019-05-10 20:15,6770
2019-05-10 20:30,6710
2019-05-10 20:45,6640
2019-05-10 21:00,6590
2019-05-10 21:15,6730
2019-05-10 21:30,6730
2019-05-10 21:45,6570
2019-05-10 22:00,6700
2019-05-10 22:15,6660
2019-05-10 22:30,6700
2019-05-10 22:45,6620
2019-05-10 23:00,6710
2019-05-10 23:15,6550
2019-05-10 23:30,6610
2019-05-10 23:45,6610
2019-05-11 00:00,6640
2019-05-11 00:15,6610
2019-05-11 00:30,6520
2019-05-11 00:45,6610
2019-05-11 01:00,6540
2019-05-11 01:15,6610
2019-05-11 01:30,6620
2019-05-11 01:45,6570
2019-05-11 02:00,6590
2019-05-11 02:15,6550
2019-05-11 02:30,6540
2019-05-11 02:45,6520
2019-05-11 03:00,6520
2019-05-11 03:15,6540
2019-05-11 03:30,6500
2019-05-11 03:45,6500
2019-05-11 04:00,6410
2019-05-11 04:15,6450
2019-05-11 04:30,6550
2019-05-11 04:45,6460
2019-05-11 05:00,6520
2019-05-11 05:15,6450
2019-05-11 05:30,6430
2019-05-11 05:45,6450
2019-05-11 06:00,6450
2019-05-11 06:15,6450
2019-05-11 06:30,6340
2019-05-11 06:45,6390
2019-05-11 07:00,6390
2019-05-11 07:15,6340
2019-05-11 07:30,6450
2019-05-11 07:45,6410
2019-05-11 08:00,6390
2019-05-11 08:15,6410
2019-05-11 08:30,6480
2019-05-11 08:45,6430
2019-05-11 09:00,6450
2019-05-11 09:15,6430
2019-05-11 09:30,6500
2019-05-11 09:45,6430
2019-05-11 10:00,6480
2019-05-11 10:15,6450
2019-05-11 10:30,6410
2019-05-11 10:45,6470
2019-05-11 11:00,6470
2019-05-11 11:15,6380
2019-05-11 11:30,6540
2019-05-11 11:45,6470
2019-05-11 12:00,6500
2019-05-11 12:15,6470
2019-05-11 12:30,6540
2019-05-11 12:45,6500
2019-05-11 13:00,6520
2019-05-11 13:15,6550
2019-05-11 13:30,6470
2019-05-11 13:45,6470
2019-05-11 14:00,6470
2019-05-11 14:15,6500
2019-05-11 14:30,6390
2019-05-11 14:45,6550
2019-05-11 15:00,6480
2019-05-11 15:15,6520
2019-05-11 15:30,6540
2019-05-11 15:45,6470
2019-05-11 16:00,6540
2019-05-11 16:15,6430
2019-05-11 16:30,6470
2019-05-11 16:45,6480
2019-05-11 17:00,6480
2019-05-11 17:15,6480
2019-05-11 17:30,6540
2019-05-11 17:45,6450
2019-05-11 18:00,6450
2019-05-11 18:15,6520
2019-05-11 18:30,6450
2019-05-11 18:45,6320
2019-05-11 19:00,6470
2019-05-11 19:15,6410
2019-05-11 19:30,6430
2019-05-11 19:45,6450
2019-05-11 20:00,6450
2019-05-11 20:15,6410
2019-05-11 20:30,6310
2019-05-11 20:45,6450
2019-05-11 21:00,6330
2019-05-11 21:15,6380
2019-05-11 21:30,6450
2019-05-11 21:45,6410
2019-05-11 22:00,6430
2019-05-11 22:15,6380
2019-05-11 22:30,6410
2019-05-11 22:45,6400
2019-05-11 23:00,6400
2019-05-11 23:15,6410
2019-05-11 23:30,6330
2019-05-11 23:45,6360
2019-05-12 00:00,6290
2019-05-12 00:15,6310
2019-05-12 00:30,6400
2019-05-12 00:45,6330
2019-05-12 01:00,6290
2019-05-12 01:15,6330
2019-05-12 01:30,6340
2019-05-12 01:45,6340
2019-05-12 02:00,6200
2019-05-12 02:15,6340
2019-05-12 02:30,6220
2019-05-12 02:45,6310
2019-05-12 03:00,6220
2019-05-12 03:15,6200
2019-05-12 03:30,6200
2019-05-12 03:45,6270
2019-05-12 04:00,6190
2019-05-12 04:15,6150
2019-05-12 04:30,6190
2019-05-12 04:45,6200
2019-05-12 05:00,6190
2019-05-12 05:15,6190
2019-05-12 05:30,6270
2019-05-12 05:45,6190
2019-05-12 06:00,6220
2019-05-12 06:15,6170
2019-05-12 06:30,6150
2019-05-12 06:45,6200
2019-05-12 07:00,6190
2019-05-12 07:15,6240
2019-05-12 07:30,6260
2019-05-12 07:45,6240
2019-05-12 08:00,6330
2019-05-12 08:15,6330
2019-05-12 08:30,6330
2019-05-12 08:45,6330
2019-05-12 09:00,6290
2019-05-12 09:15,6360
2019-05-12 09:30,6270
2019-05-12 09:45,6330
2019-05-12 10:00,6340
2019-05-12 10:15,6330
2019-05-12 10:30,6380
2019-05-12 10:45,6310
2019-05-12 11:00,6400
2019-05-12 11:15,6360
2019-05-12 11:30,6430
2019-05-12 11:45,6400
2019-05-12 12:00,6400
2019-05-12 12:15,6340
2019-05-12 12:30,6380
2019-05-12 12:45,6470
2019-05-12 13:00,6400
2019-05-12 13:15,6400
2019-05-12 13:30,6430
2019-05-12 13:45,6490
2019-05-12 14:00,6430
2019-05-12 14:15,6420
2019-05-12 14:30,6430
2019-05-12 15:00,6400
2019-05-12 15:15,6430
2019-05-12 15:30,6340
2019-05-12 15:45,6380
2019-05-12 16:00,6430
2019-05-12 16:15,6420
2019-05-12 16:30,6420
2019-05-12 16:45,6400
2019-05-12 17:00,6340
2019-05-12 17:15,6420
2019-05-12 17:30,6400
2019-05-12 17:45,6330
2019-05-12 18:00,6380
2019-05-12 18:15,6360
2019-05-12 18:30,6330
2019-05-12 18:45,6350
2019-05-12 19:00,6350
2019-05-12 19:15,6330
2019-05-12 19:30,6360
2019-05-12 19:45,6290
2019-05-12 20:00,6310
2019-05-12 20:15,6330
2019-05-12 20:30,6380
2019-05-12 20:45,6310
2019-05-12 21:00,6310
2019-05-12 21:15,6350
2019-05-12 21:30,6290
2019-05-12 21:45,6310
2019-05-12 22:00,6190
2019-05-12 22:15,6240
2019-05-12 22:30,6290
2019-05-12 22:45,6260
2019-05-12 23:00,6310
2019-05-12 23:15,6220
2019-05-12 23:30,6240
2019-05-12 23:45,6220
2019-05-13 00:00,6220
2019-05-13 00:15,6190
